xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;78;Chaudiere fioul classique 1981-1990;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;79;Chaudiere fioul standard 1991-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;80;Chaudiere fioul standard apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;81;Chaudiere fioul basse temperature 1991-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;82;Chaudiere fioul basse temperature apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;83;Chaudiere fioul à condensation 1996-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;84;Chaudiere fioul à condensation apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;85;Chaudiere gaz classique avant 1981;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;86;Chaudiere gaz classique 1981-1985;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;87;Chaudiere gaz classique 1986-1990;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;88;Chaudiere gaz standard 1991-2000;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;89;Chaudiere gaz standard 2001-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;90;Chaudiere gaz standard apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;91;Chaudiere gaz basse temperature 1991-2000;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;92;Chaudiere gaz basse temperature 2001-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;93;Chaudiere gaz basse temperature apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;94;Chaudiere gaz à condensation 1981-1985;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;95;Chaudiere gaz à condensation 1986-2000;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;96;Chaudiere gaz à condensation 2001-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;97;Chaudiere gaz à condensation apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;98;Convecteur electrique NFC, NF** et NF***;/chauffage/generateur/type;convecteur_electrique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;99;Panneau rayonnant electrique NFC, NF** et NF***;/chauffage/generateur/type;panneau_rayonnant_electrique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;100;radiateur electrique NFC, NF** et NF***;/chauffage/generateur/type;radiateur_electrique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;101;Autres emetteurs à effet joule;/chauffage/generateur/type;radiateur_electrique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;102;Plancher ou plafond rayonnant electrique avec regulation terminale;/chauffage/generateur/type;plancher_rayonnant_electrique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;103;Plancher ou plafond rayonnant electrique sans regulation terminale;/chauffage/generateur/type;plancher_rayonnant_electrique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;104;Radiateur electrique à accumulation;/chauffage/generateur/type;radiateur_electrique_accumulation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;105;convecteur bi-jonction;/chauffage/generateur/type;convecteur_bi_jonction;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;106;Chaudiere electrique;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;107;Reseau de chaleur non isole;/chauffage/generateur/type;reseau_chaleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;108;Reseau de chaleur isole;/chauffage/generateur/type;reseau_chaleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;109;Chaudiere(s) bois multi bâtiment modelisee comme un reseau de chaleur;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;110;Chaudiere(s) fioul multi bâtiment modelisee comme un reseau de chaleur;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;111;Chaudiere(s) gaz multi bâtiment modelisee comme un reseau de chaleur;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;112;Pompe(s) à chaleur multi bâtiment modelisee comme un reseau de chaleur;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;113;autre systeme à combustion gaz;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;114;autre systeme à combustion fioul;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;115;autre systeme à combustion bois;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;116;autre systeme à combustion autres energies fossiles (charbon,petrole etc…);/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;117;autre systeme thermodynamique electrique;/chauffage/generateur/type;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;118;autre systeme thermodynamique gaz;/chauffage/generateur/type;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;119;systeme collectif par defaut en abscence d'information : chaudiere fioul penalisante;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;120;Chaudiere charbon avant 1978;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;121;Chaudiere charbon 1978-1994;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;122;Chaudiere charbon 1995-2003;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;123;Chaudiere charbon 2004-2012;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;124;Chaudiere charbon 2013-2017;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;125;Chaudiere charbon 2018-2019;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;126;Chaudiere charbon apres 2019;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;127;Chaudiere gpl/propane/butane classique avant 1981;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;128;Chaudiere gpl/propane/butane classique 1981-1985;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;129;Chaudiere gpl/propane/butane classique 1986-1990;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;130;Chaudiere gpl/propane/butane standard 1991-2000;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;131;Chaudiere gpl/propane/butane standard 2001-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;132;Chaudiere gpl/propane/butane standard apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;133;Chaudiere gpl/propane/butane basse temperature 1991-2000;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;134;Chaudiere gpl/propane/butane basse temperature 2001-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;135;Chaudiere gpl/propane/butane basse temperature apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;136;Chaudiere gpl/propane/butane à condensation 1981-1985;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;137;Chaudiere gpl/propane/butane à condensation 1986-2000;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;138;Chaudiere gpl/propane/butane à condensation 2001-2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;139;Chaudiere gpl/propane/butane à condensation apres 2015;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;140;poêle à bois bouilleur granules installe avant 2012;/chauffage/generateur/type;poele_bouilleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;141;poêle à bois bouilleur granules installe à partir de 2012;/chauffage/generateur/type;poele_bouilleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;142;reseau de chaleur non repertorie ou inconnu;/chauffage/generateur/type;poele_bouilleur;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;145;pompe à chaleur hybride : partie pompe à chaleur PAC air/eau installee entre 2008 et 2014;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;146;pompe à chaleur hybride : partie pompe à chaleur PAC air/eau installee entre 2015 et 2016;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;147;pompe à chaleur hybride : partie pompe à chaleur PAC air/eau installee apres 2017;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;148;pompe à chaleur hybride : partie chaudiere Chaudiere gaz à condensation 2001-2015;/chauffage/generateur/bienergie;gaz_naturel;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;149;pompe à chaleur hybride : partie chaudiere Chaudiere gaz à condensation apres 2015;/chauffage/generateur/bienergie;gaz_naturel;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;150;pompe à chaleur hybride : partie chaudiere Chaudiere fioul à condensation 1996-2015;/chauffage/generateur/bienergie;fioul;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;151;pompe à chaleur hybride : partie chaudiere Chaudiere fioul à condensation apres 2015;/chauffage/generateur/bienergie;fioul;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;152;pompe à chaleur hybride : partie chaudiere Chaudiere bois granules 2013-2019;/chauffage/generateur/bienergie;bois_granule;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;153;pompe à chaleur hybride : partie chaudiere Chaudiere bois granules apres 2019;/chauffage/generateur/bienergie;bois_granule;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;154;pompe à chaleur hybride : partie chaudiere Chaudiere bois buche 2013-2017;/chauffage/generateur/bienergie;bois_buche;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;155;pompe à chaleur hybride : partie chaudiere Chaudiere bois buche 2018-2019;/chauffage/generateur/bienergie;bois_buche;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;156;pompe à chaleur hybride : partie chaudiere Chaudiere bois buche apres 2019;/chauffage/generateur/bienergie;bois_buche;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;157;pompe à chaleur hybride : partie chaudiere Chaudiere bois plaquette 2013-2017;/chauffage/generateur/bienergie;bois_plaquette;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;158;pompe à chaleur hybride : partie chaudiere Chaudiere bois plaquette 2018-2019;/chauffage/generateur/bienergie;bois_plaquette;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;159;pompe à chaleur hybride : partie chaudiere Chaudiere bois plaquette apres 2019;/chauffage/generateur/bienergie;bois_plaquette;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;160;pompe à chaleur hybride : partie chaudiere Chaudiere gpl/propane/butane à condensation 2001-2015;/chauffage/generateur/bienergie;gpl;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;161;pompe à chaleur hybride : partie chaudiere Chaudiere gpl/propane/butane à condensation apres 2015;/chauffage/generateur/bienergie;gpl;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;162;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installee entre 2008 et 2014;/chauffage/generateur/type;pac_eau_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;163;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installee entre 2015 et 2016;/chauffage/generateur/type;pac_eau_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;164;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installee apres 2017;/chauffage/generateur/type;pac_eau_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;165;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolee/eau installee entre 2008 et 2014;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;166;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolee/eau installee entre 2015 et 2016;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;167;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolee/eau installee apres 2017;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;168;pompe à chaleur hybride : partie pompe à chaleur PAC geothermique installee entre 2008 et 2014;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;169;pompe à chaleur hybride : partie pompe à chaleur PAC geothermique installee entre 2015 et 2016;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;170;pompe à chaleur hybride : partie pompe à chaleur PAC geothermique installee apres 2017;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;171;Chaudiere(s) charbon multi bâtiment modelisee comme un reseau de chaleur;/chauffage/generateur/type;chaudiere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;50;generateur à air chaud à combustion avant 2006;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;51;generateur à air chaud à combustion standard a partir de 2006;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;52;generateur à air chaud à combustion à condensation a partir de 2006;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;55;Chaudiere bois buche avant 1978;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;56;Chaudiere bois buche 1978-1994;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;57;Chaudiere bois buche 1995-2003;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;58;Chaudiere bois buche 2004-2012;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;59;Chaudiere bois buche 2013-2017;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;60;Chaudiere bois buche 2018-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;61;Chaudiere bois buche apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;62;Chaudiere bois plaquette avant 1978;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;63;Chaudiere bois plaquette 1978-1994;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;64;Chaudiere bois plaquette 1995-2003;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;65;Chaudiere bois plaquette 2004-2012;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;66;Chaudiere bois plaquette 2013-2017;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;67;Chaudiere bois plaquette 2018-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;68;Chaudiere bois plaquette apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;69;Chaudiere bois granules avant 1978;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;70;Chaudiere bois granules 1978-1994;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;71;Chaudiere bois granules 1995-2003;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;72;Chaudiere bois granules 2004-2012;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;73;Chaudiere bois granules 2013-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;74;Chaudiere bois granules apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;75;Chaudiere fioul classique avant 1970;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;76;Chaudiere fioul classique 1970-1975;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;77;Chaudiere fioul classique 1976-1980;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;78;Chaudiere fioul classique 1981-1990;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;79;Chaudiere fioul standard 1991-2015;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;80;Chaudiere fioul standard apres 2015;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;81;Chaudiere fioul basse temperature 1991-2015;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;82;Chaudiere fioul basse temperature apres 2015;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;83;Chaudiere fioul à condensation 1996-2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
