xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;21;Foyer fermé installé avant 1990;/chauffage/generateur/annee_installation;1989;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;22;Poêle bûche installé avant 1990;/chauffage/generateur/annee_installation;1989;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;23;insert installé avant 1990;/chauffage/generateur/annee_installation;1989;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;24;Cuisinière installé entre 1990 et 2004;/chauffage/generateur/annee_installation;2004;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;25;Foyer fermé installé entre 1990 et 2004;/chauffage/generateur/annee_installation;2004;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;26;Poêle bûche installé entre 1990 et 2004;/chauffage/generateur/annee_installation;2004;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;27;insert installé entre 1990 et 2004;/chauffage/generateur/annee_installation;2004;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;28;Cuisinière installé à partir de 2005 sans label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;29;Foyer fermé installé à partir de 2005 sans label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;30;Poêle bûche installé à partir de 2005 sans label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;31;insert installé à partir de 2005 sans label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;32;Cuisinière installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/annee_installation;2006;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;33;Foyer fermé installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/annee_installation;2006;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;34;Poêle bûche installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/annee_installation;2006;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;35;insert installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/annee_installation;2006;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;36;Cuisinière installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;37;Foyer fermé installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;38;Poêle bûche installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;39;insert installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;40;Cuisinière installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;41;Foyer fermé installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;42;Poêle bûche installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;43;insert installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;44;Poêle à granulés installée avant 2012 ou sans label flamme verte;/chauffage/generateur/annee_installation;2011;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;45;Poêle à granulés flamme verte installé entre 2012 et 2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;46;Poêle à granulés flamme verte installé à partir de 2020;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;47;Poêle fioul ou GPL ou charbon;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;48;poêle à bois bouilleur bûche installé avant 2012;/chauffage/generateur/annee_installation;2011;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;49;poêle à bois bouilleur bûche installé à partir de 2012;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;50;générateur à air chaud à combustion avant 2006;/chauffage/generateur/annee_installation;2005;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;51;générateur à air chaud à combustion standard a partir de 2006;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;52;générateur à air chaud à combustion à condensation a partir de 2006;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;53;radiateur à gaz indépendant ou autonome avant 2006;/chauffage/generateur/annee_installation;2005;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;54;radiateur à gaz indépendant ou autonome après 2006;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;55;Chaudière bois bûche avant 1978;/chauffage/generateur/annee_installation;1977;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;56;Chaudière bois bûche 1978-1994;/chauffage/generateur/annee_installation;1994;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;57;Chaudière bois bûche 1995-2003;/chauffage/generateur/annee_installation;2003;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;58;Chaudière bois bûche 2004-2012;/chauffage/generateur/annee_installation;2012;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;59;Chaudière bois bûche 2013-2017;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;60;Chaudière bois bûche 2018-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;61;Chaudière bois bûche après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;62;Chaudière bois plaquette avant 1978;/chauffage/generateur/annee_installation;1977;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;63;Chaudière bois plaquette 1978-1994;/chauffage/generateur/annee_installation;1994;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;64;Chaudière bois plaquette 1995-2003;/chauffage/generateur/annee_installation;2003;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;65;Chaudière bois plaquette 2004-2012;/chauffage/generateur/annee_installation;2012;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;66;Chaudière bois plaquette 2013-2017;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;67;Chaudière bois plaquette 2018-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;68;Chaudière bois plaquette après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;69;Chaudière bois granulés avant 1978;/chauffage/generateur/annee_installation;1977;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;70;Chaudière bois granulés 1978-1994;/chauffage/generateur/annee_installation;1994;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;71;Chaudière bois granulés 1995-2003;/chauffage/generateur/annee_installation;2003;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;72;Chaudière bois granulés 2004-2012;/chauffage/generateur/annee_installation;2012;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;73;Chaudière bois granulés 2013-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;74;Chaudière bois granulés après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;75;Chaudière fioul classique avant 1970;/chauffage/generateur/annee_installation;1969;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;76;Chaudière fioul classique 1970-1975;/chauffage/generateur/annee_installation;1975;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;77;Chaudière fioul classique 1976-1980;/chauffage/generateur/annee_installation;1980;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;78;Chaudière fioul classique 1981-1990;/chauffage/generateur/annee_installation;1990;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;79;Chaudière fioul standard 1991-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;80;Chaudière fioul standard après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;81;Chaudière fioul basse température 1991-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;82;Chaudière fioul basse température après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;83;Chaudière fioul à condensation 1996-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;84;Chaudière fioul à condensation après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;85;Chaudière gaz classique avant 1981;/chauffage/generateur/annee_installation;1980;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;86;Chaudière gaz classique 1981-1985;/chauffage/generateur/annee_installation;1985;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;87;Chaudière gaz classique 1986-1990;/chauffage/generateur/annee_installation;1990;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;88;Chaudière gaz standard 1991-2000;/chauffage/generateur/annee_installation;2000;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;89;Chaudière gaz standard 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;90;Chaudière gaz standard après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;91;Chaudière gaz basse température 1991-2000;/chauffage/generateur/annee_installation;2000;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;92;Chaudière gaz basse température 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;93;Chaudière gaz basse température après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;94;Chaudière gaz à condensation 1981-1985;/chauffage/generateur/annee_installation;1985;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;95;Chaudière gaz à condensation 1986-2000;/chauffage/generateur/annee_installation;2000;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;96;Chaudière gaz à condensation 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;97;Chaudière gaz à condensation après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;98;Convecteur électrique NFC, NF** et NF***;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;99;Panneau rayonnant électrique NFC, NF** et NF***;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;100;radiateur électrique NFC, NF** et NF***;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;101;Autres émetteurs à effet joule;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;102;Plancher ou plafond rayonnant électrique avec régulation terminale;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;103;Plancher ou plafond rayonnant électrique sans régulation terminale;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;104;Radiateur électrique à accumulation;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;105;convecteur bi-jonction;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;106;Chaudière électrique;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;107;Réseau de chaleur non isolé;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;108;Réseau de chaleur isolé;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;109;Chaudière(s) bois multi bâtiment modélisée comme un réseau de chaleur;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;110;Chaudière(s) fioul multi bâtiment modélisée comme un réseau de chaleur;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;111;Chaudière(s) gaz multi bâtiment modélisée comme un réseau de chaleur;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;112;Pompe(s) à chaleur multi bâtiment modélisée comme un réseau de chaleur;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;113;autre système à combustion gaz;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;114;autre système à combustion fioul;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;115;autre système à combustion bois;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;116;autre système à combustion autres energies fossiles (charbon,pétrole etc…);/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;117;autre système thermodynamique électrique;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;118;autre système thermodynamique gaz;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;119;système collectif par défaut en abscence d'information : chaudière fioul pénalisante;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;120;Chaudière charbon avant 1978;/chauffage/generateur/annee_installation;1977;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;121;Chaudière charbon 1978-1994;/chauffage/generateur/annee_installation;1994;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;122;Chaudière charbon 1995-2003;/chauffage/generateur/annee_installation;2003;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;123;Chaudière charbon 2004-2012;/chauffage/generateur/annee_installation;2012;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;124;Chaudière charbon 2013-2017;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;125;Chaudière charbon 2018-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;126;Chaudière charbon après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;127;Chaudière gpl/propane/butane classique avant 1981;/chauffage/generateur/annee_installation;1980;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;128;Chaudière gpl/propane/butane classique 1981-1985;/chauffage/generateur/annee_installation;1985;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;129;Chaudière gpl/propane/butane classique 1986-1990;/chauffage/generateur/annee_installation;1990;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;130;Chaudière gpl/propane/butane standard 1991-2000;/chauffage/generateur/annee_installation;2000;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;131;Chaudière gpl/propane/butane standard 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;132;Chaudière gpl/propane/butane standard après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;133;Chaudière gpl/propane/butane basse température 1991-2000;/chauffage/generateur/annee_installation;2000;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;134;Chaudière gpl/propane/butane basse température 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;135;Chaudière gpl/propane/butane basse température après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;136;Chaudière gpl/propane/butane à condensation 1981-1985;/chauffage/generateur/annee_installation;1985;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;137;Chaudière gpl/propane/butane à condensation 1986-2000;/chauffage/generateur/annee_installation;2000;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;138;Chaudière gpl/propane/butane à condensation 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;139;Chaudière gpl/propane/butane à condensation après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;140;poêle à bois bouilleur granulés installé avant 2012;/chauffage/generateur/annee_installation;2011;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;141;poêle à bois bouilleur granulés installé à partir de 2012;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;142;réseau de chaleur non répertorié ou inconnu;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;143;pompe à chaleur hybride : partie pompe à chaleur (SUPPRIME);/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;144;pompe à chaleur hybride : partie chaudière (SUPPRIME);/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;145;pompe à chaleur hybride : partie pompe à chaleur PAC air/eau installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;146;pompe à chaleur hybride : partie pompe à chaleur PAC air/eau installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;147;pompe à chaleur hybride : partie pompe à chaleur PAC air/eau installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;148;pompe à chaleur hybride : partie chaudière Chaudière gaz à condensation 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;149;pompe à chaleur hybride : partie chaudière Chaudière gaz à condensation après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
